Subject,Trial,Action,Covered1,Covered2,Warning,Outcome
3,9,-1, 1,2, 2,0
3,9,-1, 1,2, 0,-10
3,10,2, 0,1, 2,5
3,10,3, 0,1, 1,5
3,10,2, 0,1, 1,5
3,10,2, 0,1, 1,5
3,10,2, 0,1, 1,5
3,10,2, 0,1, 1,10
3,11,1, 3,2, 2,5
3,11,-1, 3,2, 1,0
3,11,-1, 3,2, 1,10
3,12,-1, 3,1, 2,0
3,12,-1, 3,1, 0,0
3,13,3, 2,0, 2,5
3,13,1, 2,0, 0,5
3,13,1, 2,0, 0,5
3,13,1, 2,0, 0,5
3,13,1, 2,0, 0,5
3,13,1, 2,0, 0,10
3,14,0, 0,1, 2,-5
3,14,0, 0,1, 1,-5
3,14,3, 0,1, 1,5
3,14,3, 0,1, 0,5
3,14,-1, 0,1, 0,0
3,14,-1, 0,1, 0,10
3,15,1, 1,2, 2,-5
3,15,1, 1,2, 0,-5
3,15,1, 1,2, 0,-5
3,15,1, 1,2, 0,-5
3,15,3, 1,2, 0,5
3,15,3, 1,2, 1,-10
3,16,2, 3,0, 2,5
3,16,3, 3,0, 0,-5
3,16,0, 3,0, 1,-5
3,16,1, 3,0, 1,5
3,16,0, 3,0, 0,-5
3,16,0, 3,0, 1,10
3,17,-1, 3,0, 2,0
3,17,-1, 3,0, 1,0
3,18,3, 1,3, 2,-5
3,18,2, 1,3, 1,5
3,18,-1, 1,3, 0,0
3,18,-1, 1,3, 0,10
3,19,-1, 3,2, 2,0
3,19,-1, 3,2, 1,10
3,20,0, 3,0, 2,-5
3,20,0, 3,0, 0,-5
3,20,-1, 3,0, 0,0
3,20,-1, 3,0, 1,10
3,21,1, 1,2, 2,-5
3,21,3, 1,2, 0,5
3,21,0, 1,2, 1,5
3,21,-1, 1,2, 1,0
3,21,-1, 1,2, 1,0
3,22,2, 0,3, 2,5
3,22,3, 0,3, 0,-5
3,22,3, 0,3, 1,-5
3,22,3, 0,3, 1,-5
3,22,3, 0,3, 1,-5
3,22,3, 0,3, 1,-10
3,23,2, 1,2, 2,-5
3,23,2, 1,2, 0,-5
3,23,2, 1,2, 0,-5
3,23,2, 1,2, 0,-5
3,23,2, 1,2, 0,-5
3,23,2, 1,2, 0,-10
3,24,0, 2,1, 2,5
3,24,0, 2,1, 0,5
3,24,3, 2,1, 0,5
3,24,-1, 2,1, 0,0
3,24,-1, 2,1, 0,0
3,25,0, 3,1, 2,5
3,25,3, 3,1, 0,-5
3,25,1, 3,1, 1,-5
3,25,1, 3,1, 1,-5
3,25,1, 3,1, 1,-5
3,25,1, 3,1, 1,10
3,26,0, 1,0, 2,-5
3,26,0, 1,0, 0,-5
3,26,0, 1,0, 0,-5
3,26,0, 1,0, 0,-5
3,26,0, 1,0, 0,-5
3,26,0, 1,0, 0,10
3,27,2, 0,1, 2,5
3,27,0, 0,1, 1,-5
3,27,-1, 0,1, 0,0
3,27,-1, 0,1, 1,0
3,28,2, 0,3, 2,5
3,28,1, 0,3, 0,5
3,28,1, 0,3, 0,5
3,28,3, 0,3, 0,-5
3,28,0, 0,3, 1,-5
3,28,0, 0,3, 1,-10
3,29,2, 3,0, 2,5
3,29,2, 3,0, 1,5
3,29,2, 3,0, 1,5
3,29,-1, 3,0, 1,0
3,29,-1, 3,0, 1,10
3,30,-1, 2,3, 2,0
3,30,-1, 2,3, 0,-10
4,1,0, 2,3, 2,5
4,1,1, 2,3, 0,5
4,1,3, 2,3, 0,-5
4,1,2, 2,3, 1,-5
4,1,2, 2,3, 1,-5
4,1,2, 2,3, 1,10
4,2,-1, 3,0, 2,0
4,2,-1, 3,0, 0,0
4,3,1, 3,1, 2,-5
4,3,-1, 3,1, 1,0
4,3,-1, 3,1, 0,10
4,4,2, 0,1, 2,5
4,4,1, 0,1, 1,-5
4,4,0, 0,1, 0,-5
4,4,0, 0,1, 0,-5
4,4,0, 0,1, 0,-5
4,4,0, 0,1, 0,-10
4,5,3, 3,1, 2,-5
4,5,2, 3,1, 0,5
4,5,3, 3,1, 1,-5
4,5,2, 3,1, 0,5
4,5,3, 3,1, 1,-5
4,5,3, 3,1, 0,-10
4,6,0, 0,1, 2,-5
4,6,1, 0,1, 1,-5
4,6,1, 0,1, 1,-5
4,6,1, 0,1, 1,-5
4,6,0, 0,1, 1,-5
4,6,0, 0,1, 1,-10
4,7,-1, 1,3, 2,0
4,7,-1, 1,3, 0,0
4,8,2, 0,3, 2,5
4,8,-1, 0,3, 1,0
4,8,-1, 0,3, 1,0
4,9,3, 0,2, 2,5
4,9,0, 0,2, 1,-5
4,9,2, 0,2, 0,-5
4,9,3, 0,2, 0,5
4,9,2, 0,2, 1,-5
4,9,2, 0,2, 0,10
4,10,0, 2,3, 2,5
4,10,1, 2,3, 0,5
4,10,1, 2,3, 0,5
4,10,1, 2,3, 0,5
4,10,3, 2,3, 0,-5
4,10,3, 2,3, 1,-10
4,11,2, 1,0, 2,5
4,11,-1, 1,0, 1,0
4,11,-1, 1,0, 1,0
4,12,1, 1,3, 2,-5
4,12,-1, 1,3, 1,0
4,12,-1, 1,3, 0,0
4,13,3, 2,3, 2,-5
4,13,0, 2,3, 1,5
4,13,3, 2,3, 0,-5
4,13,0, 2,3, 1,5
4,13,2, 2,3, 0,-5
4,13,2, 2,3, 1,-10
4,14,2, 3,0, 2,5
4,14,0, 3,0, 0,-5
4,14,0, 3,0, 1,-5
4,14,0, 3,0, 1,-5
4,14,0, 3,0, 1,-5
4,14,0, 3,0, 1,-10
4,15,-1, 2,3, 2,0
4,15,-1, 2,3, 1,-10
4,16,0, 2,3, 2,5
4,16,1, 2,3, 1,5
4,16,-1, 2,3, 1,0
4,16,-1, 2,3, 1,-10
4,17,1, 0,3, 2,5
4,17,-1, 0,3, 0,0
4,17,-1, 0,3, 0,0
4,18,-1, 0,2, 2,0
4,18,-1, 0,2, 0,10
4,19,2, 2,0, 2,-5
4,19,0, 2,0, 1,-5
4,19,-1, 2,0, 1,0
4,19,-1, 2,0, 0,10
4,20,3, 1,2, 2,5
4,20,-1, 1,2, 1,0
4,20,-1, 1,2, 1,0
4,21,3, 3,0, 2,-5
4,21,1, 3,0, 1,5
4,21,3, 3,0, 0,-5
4,21,3, 3,0, 1,-5
4,21,1, 3,0, 1,5
4,21,1, 3,0, 0,10
4,22,1, 2,3, 2,5
4,22,2, 2,3, 0,-5
4,22,-1, 2,3, 1,0
4,22,-1, 2,3, 0,10
4,23,-1, 2,0, 2,0
4,23,-1, 2,0, 1,10
4,24,1, 0,1, 2,-5
4,24,1, 0,1, 0,-5
4,24,3, 0,1, 0,5
4,24,3, 0,1, 1,5
4,24,0, 0,1, 1,-5
4,24,0, 0,1, 0,-10
4,25,2, 3,2, 2,-5
4,25,1, 3,2, 1,5
4,25,-1, 3,2, 0,0
4,25,-1, 3,2, 0,-10
4,26,0, 2,1, 2,5
4,26,1, 2,1, 1,-5
4,26,1, 2,1, 0,-5
4,26,0, 2,1, 0,5
4,26,1, 2,1, 1,-5
4,26,1, 2,1, 0,10
4,27,0, 2,3, 2,5
4,27,0, 2,3, 0,5
4,27,0, 2,3, 0,5
4,27,0, 2,3, 0,5
4,27,3, 2,3, 0,-5
4,27,3, 2,3, 1,0
4,28,2, 1,3, 2,5
4,28,-1, 1,3, 0,0
4,28,-1, 1,3, 0,0
4,29,0, 0,3, 2,-5
4,29,0, 0,3, 0,-5
4,29,2, 0,3, 0,5
4,29,-1, 0,3, 1,0
4,29,-1, 0,3, 1,-10
4,30,0, 2,1, 2,5
4,30,-1, 2,1, 1,0
4,30,-1, 2,1, 1,0
5,1,2, 3,0, 2,5
5,1,1, 3,0, 1,5
5,1,3, 3,0, 1,-5
5,1,-1, 3,0, 0,0
5,1,-1, 3,0, 1,-10
5,2,0, 3,1, 2,5
5,2,1, 3,1, 0,-5
5,2,2, 3,1, 1,5
5,2,1, 3,1, 0,-5
5,2,2, 3,1, 1,5
5,2,2, 3,1, 0,-10
5,3,1, 2,1, 2,-5
5,3,-1, 2,1, 1,0
5,3,-1, 2,1, 0,10
5,4,3, 3,2, 2,-5
5,4,0, 3,2, 1,5
5,4,2, 3,2, 0,-5
5,4,0, 3,2, 1,5
5,4,3, 3,2, 0,-5
5,4,3, 3,2, 1,10
5,5,-1, 1,2, 2,0
5,5,-1, 1,2, 0,10
5,6,2, 1,2, 2,-5
5,6,1, 1,2, 1,-5
5,6,1, 1,2, 1,-5
5,6,1, 1,2, 1,-5
5,6,1, 1,2, 1,-5
5,6,1, 1,2, 1,-10
5,7,0, 2,3, 2,5
5,7,0, 2,3, 0,5
5,7,0, 2,3, 0,5
5,7,-1, 2,3, 0,0
5,7,-1, 2,3, 0,0
5,8,1, 1,0, 2,-5
5,8,3, 1,0, 0,5
5,8,-1, 1,0, 1,0
5,8,-1, 1,0, 1,0
5,9,-1, 2,3, 2,0
5,9,-1, 2,3, 1,10
5,10,3, 2,3, 2,-5
5,10,2, 2,3, 0,-5
5,10,2, 2,3, 0,-5
5,10,2, 2,3, 0,-5
5,10,2, 2,3, 0,-5
5,10,2, 2,3, 0,-10
5,11,-1, 0,3, 2,0
5,11,-1, 0,3, 0,-10
5,12,1, 3,2, 2,5
5,12,-1, 3,2, 0,0
5,12,-1, 3,2, 0,10
5,13,2, 1,3, 2,5
5,13,2, 1,3, 1,5
5,13,2, 1,3, 1,5
5,13,2, 1,3, 1,5
5,13,2, 1,3, 1,5
5,13,2, 1,3, 1,10
5,14,3, 0,1, 2,5
5,14,0, 0,1, 1,-5
5,14,0, 0,1, 0,-5
5,14,0, 0,1, 0,-5
5,14,0, 0,1, 0,-5
5,14,0, 0,1, 0,-10
5,15,0, 3,2, 2,5
5,15,3, 3,2, 1,-5
5,15,0, 3,2, 0,5
5,15,3, 3,2, 1,-5
5,15,3, 3,2, 0,-5
5,15,3, 3,2, 0,-10
5,16,-1, 0,2, 2,0
5,16,-1, 0,2, 0,-10
5,17,0, 2,0, 2,-5
5,17,-1, 2,0, 0,0
5,17,-1, 2,0, 1,0
5,18,3, 3,0, 2,-5
5,18,0, 3,0, 0,-5
5,18,-1, 3,0, 0,0
5,18,-1, 3,0, 1,10
5,19,0, 3,2, 2,5
5,19,1, 3,2, 0,5
5,19,0, 3,2, 0,5
5,19,2, 3,2, 0,-5
5,19,3, 3,2, 1,-5
5,19,3, 3,2, 1,10
5,20,2, 1,2, 2,-5
5,20,-1, 1,2, 0,0
5,20,-1, 1,2, 1,0
5,21,1, 2,1, 2,-5
5,21,0, 2,1, 1,5
5,21,0, 2,1, 0,5
5,21,1, 2,1, 0,-5
5,21,0, 2,1, 1,5
5,21,0, 2,1, 0,-10
5,22,0, 1,2, 2,5
5,22,0, 1,2, 0,5
5,22,3, 1,2, 0,5
5,22,3, 1,2, 0,5
5,22,3, 1,2, 0,5
5,22,3, 1,2, 0,10
5,23,-1, 1,3, 2,0
5,23,-1, 1,3, 1,10
5,24,1, 2,1, 2,-5
5,24,2, 2,1, 1,-5
5,24,2, 2,1, 1,-5
5,24,2, 2,1, 1,-5
5,24,2, 2,1, 1,-5
5,24,2, 2,1, 1,-10
5,25,-1, 0,1, 2,0
5,25,-1, 0,1, 1,-10
5,26,1, 1,3, 2,-5
5,26,-1, 1,3, 1,0
5,26,-1, 1,3, 0,0
5,27,2, 3,2, 2,-5
5,27,0, 3,2, 0,5
5,27,-1, 3,2, 1,0
5,27,-1, 3,2, 1,10
5,28,0, 2,1, 2,5
5,28,3, 2,1, 0,5
5,28,3, 2,1, 0,5
5,28,3, 2,1, 0,5
5,28,0, 2,1, 0,5
5,28,0, 2,1, 0,0
5,29,-1, 2,3, 2,0
5,29,-1, 2,3, 1,10
5,30,-1, 1,2, 2,0
5,30,-1, 1,2, 0,10
6,1,1, 2,1, 2,-5
6,1,1, 2,1, 0,-5
6,1,0, 2,1, 0,5
6,1,0, 2,1, 1,5
6,1,0, 2,1, 1,5
6,1,0, 2,1, 1,10
6,2,2, 2,3, 2,-5
6,2,2, 2,3, 0,-5
6,2,3, 2,3, 0,-5
6,2,2, 2,3, 0,-5
6,2,-1, 2,3, 0,0
6,2,-1, 2,3, 1,0
6,3,0, 2,1, 2,5
6,3,1, 2,1, 0,-5
6,3,1, 2,1, 1,-5
6,3,2, 2,1, 1,-5
6,3,1, 2,1, 1,-5
6,3,1, 2,1, 1,-10
6,4,-1, 2,3, 2,0
6,4,-1, 2,3, 1,-10
6,5,3, 0,3, 2,-5
6,5,1, 0,3, 1,5
6,5,2, 0,3, 0,5
6,5,-1, 0,3, 0,0
6,5,-1, 0,3, 0,-10
6,6,1, 3,0, 2,5
6,6,2, 3,0, 0,5
6,6,3, 3,0, 0,-5
6,6,-1, 3,0, 1,0
6,6,-1, 3,0, 0,-10
6,7,0, 0,3, 2,-5
6,7,1, 0,3, 0,5
6,7,3, 0,3, 1,-5
6,7,-1, 0,3, 0,0
6,7,-1, 0,3, 1,-10
6,8,2, 2,3, 2,-5
6,8,-1, 2,3, 1,0
6,8,-1, 2,3, 0,10
6,9,-1, 0,1, 2,0
6,9,-1, 0,1, 1,10
6,10,1, 0,1, 2,-5
6,10,-1, 0,1, 0,0
6,10,-1, 0,1, 1,-10
6,11,3, 1,3, 2,-5
6,11,1, 1,3, 0,-5
6,11,2, 1,3, 0,5
6,11,2, 1,3, 1,5
6,11,-1, 1,3, 1,0
6,11,-1, 1,3, 1,0
6,12,0, 2,0, 2,-5
6,12,0, 2,0, 1,-5
6,12,2, 2,0, 1,-5
6,12,3, 2,0, 1,5
6,12,0, 2,0, 0,-5
6,12,0, 2,0, 1,10
6,13,-1, 2,3, 2,0
6,13,-1, 2,3, 0,10
6,14,-1, 3,0, 2,0
6,14,-1, 3,0, 1,10
6,15,2, 0,1, 2,5
6,15,2, 0,1, 0,5
6,15,2, 0,1, 0,5
6,15,2, 0,1, 0,5
6,15,2, 0,1, 0,5
6,15,2, 0,1, 0,10
6,16,3, 1,3, 2,-5
6,16,1, 1,3, 0,-5
6,16,0, 1,3, 0,5
6,16,1, 1,3, 1,-5
6,16,-1, 1,3, 0,0
6,16,-1, 1,3, 1,-10
6,17,0, 3,0, 2,-5
6,17,-1, 3,0, 0,0
6,17,-1, 3,0, 1,10
6,18,3, 0,3, 2,-5
6,18,2, 0,3, 0,5
6,18,-1, 0,3, 1,0
6,18,-1, 0,3, 1,-10
6,19,-1, 0,2, 2,0
6,19,-1, 0,2, 0,-10
6,20,2, 0,3, 2,5
6,20,2, 0,3, 1,5
6,20,0, 0,3, 1,-5
6,20,3, 0,3, 0,-5
6,20,3, 0,3, 0,-5
6,20,3, 0,3, 0,10
6,21,1, 0,3, 2,5
6,21,2, 0,3, 1,5
6,21,-1, 0,3, 1,0
6,21,-1, 0,3, 1,10
6,22,0, 2,0, 2,-5
6,22,1, 2,0, 0,5
6,22,2, 2,0, 1,-5
6,22,-1, 2,0, 0,0
6,22,-1, 2,0, 1,-10
6,23,2, 3,2, 2,-5
6,23,2, 3,2, 1,-5
6,23,2, 3,2, 1,-5
6,23,2, 3,2, 1,-5
6,23,3, 3,2, 1,-5
6,23,3, 3,2, 1,10
6,24,1, 0,3, 2,5
6,24,2, 0,3, 0,5
6,24,2, 0,3, 0,5
6,24,0, 0,3, 0,-5
6,24,-1, 0,3, 1,0
6,24,-1, 0,3, 0,10
6,25,-1, 0,3, 2,0
6,25,-1, 0,3, 1,0
6,26,1, 1,2, 2,-5
6,26,2, 1,2, 0,-5
6,26,2, 1,2, 0,-5
6,26,1, 1,2, 0,-5
6,26,2, 1,2, 0,-5
6,26,2, 1,2, 0,-10
6,27,2, 0,1, 2,5
6,27,-1, 0,1, 0,0
6,27,-1, 0,1, 0,0
6,28,2, 0,1, 2,5
6,28,0, 0,1, 0,-5
6,28,1, 0,1, 1,-5
6,28,1, 0,1, 1,-5
6,28,0, 0,1, 1,-5
6,28,0, 0,1, 1,10
6,29,-1, 1,2, 2,0
6,29,-1, 1,2, 1,10
6,30,2, 0,2, 2,-5
6,30,2, 0,2, 0,-5
6,30,3, 0,2, 0,5
6,30,-1, 0,2, 1,0
6,30,-1, 0,2, 1,-10
7,1,-1, 0,1, 2,0
7,1,-1, 0,1, 1,-10
7,2,2, 0,3, 2,5
7,2,3, 0,3, 1,-5
7,2,-1, 0,3, 0,0
7,2,-1, 0,3, 1,-10
7,3,0, 1,3, 2,5
7,3,2, 1,3, 1,5
7,3,-1, 1,3, 1,0
7,3,-1, 1,3, 1,0
7,4,3, 0,1, 2,5
7,4,3, 0,1, 0,5
7,4,2, 0,1, 0,5
7,4,2, 0,1, 0,5
7,4,2, 0,1, 0,5
7,4,2, 0,1, 0,10
7,5,1, 3,0, 2,5
7,5,1, 3,0, 0,5
7,5,1, 3,0, 0,5
7,5,0, 3,0, 0,-5
7,5,0, 3,0, 1,-5
7,5,0, 3,0, 1,-10
7,6,3, 2,0, 2,5
7,6,2, 2,0, 1,-5
7,6,3, 2,0, 0,5
7,6,2, 2,0, 1,-5
7,6,-1, 2,0, 0,0
7,6,-1, 2,0, 1,-10
7,7,2, 3,0, 2,5
7,7,-1, 3,0, 1,0
7,7,-1, 3,0, 1,10
7,8,0, 3,2, 2,5
7,8,0, 3,2, 0,5
7,8,0, 3,2, 0,5
7,8,0, 3,2, 0,5
7,8,0, 3,2, 0,5
7,8,0, 3,2, 0,10
7,9,1, 0,3, 2,5
7,9,1, 0,3, 1,5
7,9,1, 0,3, 1,5
7,9,1, 0,3, 1,5
7,9,1, 0,3, 1,5
7,9,1, 0,3, 1,10
7,10,-1, 1,0, 2,0
7,10,-1, 1,0, 0,10
7,11,0, 0,2, 2,-5
7,11,-1, 0,2, 0,0
7,11,-1, 0,2, 1,0
7,12,2, 1,2, 2,-5
7,12,0, 1,2, 1,5
7,12,3, 1,2, 0,5
7,12,3, 1,2, 0,5
